payment_id,distributor_id,invoice_id,invoice_date,invoice_amount_inr,due_date,payment_date,amount_paid_inr,payment_status
PAY-000435,DIST-039,INV-000435,2025-07-06,234618,2025-07-27,2025-07-24,234618,paid
PAY-000927,DIST-083,INV-000927,2025-05-31,165569,2025-06-21,2025-07-09,165569,paid
PAY-000794,DIST-070,INV-000794,2025-08-11,91153,2025-09-25,2025-08-01,91153,paid
PAY-000784,DIST-069,INV-000784,2025-03-28,82453,2025-04-12,2025-04-11,82453,paid
PAY-000332,DIST-030,INV-000332,2025-02-25,159374,2025-03-18,2025-03-18,159374,paid
PAY-000240,DIST-021,INV-000240,2025-09-11,50561,2025-09-26,2025-09-26,50561,paid
PAY-001085,DIST-097,INV-001085,2026-03-03,32374,2026-04-02,2026-03-31,32374,paid
PAY-000347,DIST-031,INV-000347,2026-03-03,79738,2026-04-17,2026-04-17,79738,paid
PAY-000161,DIST-015,INV-000161,2024-07-13,13170,2024-08-27,2024-08-27,13170,paid
PAY-000227,DIST-020,INV-000227,2025-02-16,110524,2025-03-03,2025-03-03,110524,paid
PAY-000610,DIST-054,INV-000610,2025-11-20,153837,2025-12-11,2026-01-20,153837,paid
PAY-001043,DIST-094,INV-001043,2024-10-04,154534,2024-11-03,2024-11-25,154534,paid
PAY-000679,DIST-060,INV-000679,2026-05-03,157784,2026-06-17,2026-06-14,157784,paid
PAY-001198,DIST-108,INV-001198,2025-05-14,72213,2025-06-28,2025-07-08,41719,partial
PAY-001161,DIST-104,INV-001161,2025-06-11,159090,2025-07-11,,0,overdue
PAY-000094,DIST-008,INV-000094,2025-03-08,157923,2025-03-23,2025-03-22,157923,paid
PAY-000589,DIST-052,INV-000589,2024-10-21,258285,2024-11-11,2024-11-09,258285,paid
PAY-000237,DIST-021,INV-000237,2025-06-20,55064,2025-07-05,2025-07-04,55064,paid
PAY-001226,DIST-112,INV-001226,2024-12-05,34295,2024-12-20,2025-01-01,26241,partial
PAY-000153,DIST-014,INV-000153,2025-01-27,42701,2025-02-17,2025-02-14,42701,paid
PAY-000044,DIST-004,INV-000044,2025-07-30,111377,2025-08-29,2025-08-27,111377,paid
PAY-000358,DIST-032,INV-000358,2025-08-02,241307,2025-09-01,2025-08-29,241307,paid
PAY-000324,DIST-029,INV-000324,2025-03-09,34752,2025-04-23,2025-04-21,34752,paid
PAY-000604,DIST-054,INV-000604,2025-05-01,145855,2025-05-22,2025-06-12,145855,paid
PAY-000284,DIST-026,INV-000284,2025-02-13,91986,2025-02-28,2025-02-28,91986,paid
PAY-000773,DIST-068,INV-000773,2025-01-12,130853,2025-02-11,2025-03-17,130853,paid
PAY-000070,DIST-006,INV-000070,2025-07-17,83525,2025-08-16,2025-08-16,83525,paid
PAY-001162,DIST-104,INV-001162,2025-07-23,97017,2025-08-22,2025-09-28,97017,paid
PAY-000103,DIST-009,INV-000103,2025-01-24,119518,2025-02-23,2025-02-23,119518,paid
PAY-000519,DIST-046,INV-000519,2025-02-24,60769,2025-03-11,2025-03-11,60769,paid
PAY-000450,DIST-040,INV-000450,2026-02-17,12629,2026-03-10,2026-03-07,12629,paid
PAY-000166,DIST-015,INV-000166,2025-01-02,30196,2025-02-16,2025-02-14,30196,paid
PAY-001218,DIST-111,INV-001218,2024-10-29,150267,2024-12-13,,0,overdue
PAY-000289,DIST-026,INV-000289,2025-08-04,149320,2025-08-19,2025-08-18,149320,paid
PAY-000089,DIST-008,INV-000089,2024-10-09,188906,2024-10-24,2024-10-22,188906,paid
PAY-001147,DIST-103,INV-001147,2024-07-21,171329,2024-08-11,,0,overdue
PAY-000445,DIST-040,INV-000445,2025-08-30,34404,2025-09-20,2025-09-17,34404,paid
PAY-000454,DIST-041,INV-000454,2024-07-04,19092,2024-07-19,2024-07-18,19092,paid
PAY-000775,DIST-068,INV-000775,2025-04-05,302967,2025-05-05,2025-05-15,302967,paid
PAY-000569,DIST-050,INV-000569,2024-11-05,43010,2024-11-26,2024-11-24,43010,paid
PAY-000825,DIST-073,INV-000825,2026-01-10,283646,2026-02-24,2026-03-27,283646,paid
PAY-000217,DIST-019,INV-000217,2025-08-06,152247,2025-08-27,2025-08-24,152247,paid
PAY-000856,DIST-077,INV-000856,2024-06-20,23650,2024-08-04,2024-08-02,23650,paid
PAY-000665,DIST-059,INV-000665,2026-03-31,45540,2026-04-15,2026-04-15,45540,paid
PAY-000748,DIST-066,INV-000748,2025-02-24,75319,2025-03-26,2025-03-25,75319,paid
PAY-000182,DIST-016,INV-000182,2025-07-20,32942,2025-08-10,2025-08-08,32942,paid
PAY-000904,DIST-080,INV-000904,2026-03-17,267573,2026-04-07,2026-05-16,267573,paid
PAY-001233,DIST-113,INV-001233,2024-08-11,28702,2024-09-01,2024-12-14,0,written_off
PAY-000743,DIST-065,INV-000743,2026-05-24,21202,2026-06-23,2026-06-08,21202,paid
PAY-000788,DIST-070,INV-000788,2025-02-27,78068,2025-04-13,2025-05-10,78068,paid
PAY-000042,DIST-004,INV-000042,2025-06-05,76149,2025-07-05,2025-07-03,76149,paid
PAY-000300,DIST-027,INV-000300,2025-08-10,224628,2025-08-31,2025-08-31,224628,paid
PAY-000391,DIST-035,INV-000391,2025-05-24,174291,2025-07-08,2025-07-08,174291,paid
PAY-000712,DIST-063,INV-000712,2025-03-22,144242,2025-04-21,2025-06-03,144242,paid
PAY-000074,DIST-007,INV-000074,2024-07-14,122194,2024-07-29,2024-07-27,122194,paid
PAY-000577,DIST-051,INV-000577,2025-05-01,28661,2025-05-16,2025-06-19,28661,paid
PAY-000681,DIST-061,INV-000681,2025-01-23,57660,2025-02-22,2025-04-06,57660,paid
PAY-000640,DIST-057,INV-000640,2025-05-08,42880,2025-06-07,2025-07-17,42880,paid
PAY-001078,DIST-097,INV-001078,2025-06-13,51478,2025-07-13,2025-08-09,51478,paid
PAY-000884,DIST-079,INV-000884,2024-12-15,75371,2024-12-30,2024-12-27,75371,paid
PAY-000863,DIST-077,INV-000863,2025-01-20,30546,2025-03-06,2025-03-16,30546,paid
PAY-000514,DIST-046,INV-000514,2024-09-18,79560,2024-10-03,2024-09-30,79560,paid
PAY-001093,DIST-098,INV-001093,2025-07-16,186058,2025-08-06,2025-08-04,186058,paid
PAY-001005,DIST-090,INV-001005,2025-04-29,62855,2025-05-14,2025-05-30,62855,paid
PAY-000129,DIST-011,INV-000129,2025-08-09,41585,2025-08-30,2025-08-27,41585,paid
PAY-000994,DIST-089,INV-000994,2024-12-28,20736,2025-01-12,2025-01-10,20736,paid
PAY-000871,DIST-078,INV-000871,2025-09-06,27684,2025-10-21,2025-11-21,27684,paid
PAY-000339,DIST-031,INV-000339,2025-06-06,124169,2025-07-21,2025-07-18,124169,paid
PAY-000455,DIST-041,INV-000455,2024-08-03,15006,2024-08-18,2024-08-15,15006,paid
PAY-000456,DIST-041,INV-000456,2024-08-26,15821,2024-09-10,2024-09-07,15821,paid
PAY-000003,DIST-001,INV-000003,2025-01-27,83403,2025-02-17,2025-02-14,83403,paid
PAY-000886,DIST-079,INV-000886,2025-02-15,57996,2025-03-02,2025-04-06,57996,paid
PAY-000493,DIST-044,INV-000493,2025-08-24,31584,2025-09-08,2025-09-05,31584,paid
PAY-000028,DIST-003,INV-000028,2025-02-24,56203,2025-03-11,2025-03-09,56203,paid
PAY-000064,DIST-006,INV-000064,2024-12-20,67949,2025-01-19,2025-01-16,67949,paid
PAY-000646,DIST-058,INV-000646,2025-06-02,65549,2025-06-17,2025-06-17,65549,paid
PAY-000145,DIST-013,INV-000145,2024-12-30,183066,2025-01-29,2025-01-29,183066,paid
PAY-000556,DIST-049,INV-000556,2025-06-09,10847,2025-07-24,2025-07-24,10847,paid
PAY-001237,DIST-114,INV-001237,2024-12-20,154085,2025-02-03,2025-05-17,0,written_off
PAY-000501,DIST-045,INV-000501,2024-02-06,15043,2024-03-07,2024-03-05,15043,paid
PAY-001133,DIST-101,INV-001133,2025-08-02,95574,2025-09-01,2025-09-06,42353,partial
PAY-001106,DIST-099,INV-001106,2024-09-25,45750,2024-11-09,2024-11-09,45750,paid
PAY-001084,DIST-097,INV-001084,2026-01-23,21295,2026-02-22,,0,overdue
PAY-000783,DIST-069,INV-000783,2025-03-04,123520,2025-03-19,2025-04-02,123520,paid
PAY-000819,DIST-073,INV-000819,2025-06-16,273103,2025-07-31,2025-08-31,273103,paid
PAY-000595,DIST-053,INV-000595,2025-02-04,53475,2025-02-25,2025-03-17,53475,paid
PAY-000084,DIST-007,INV-000084,2025-06-08,126657,2025-06-23,2025-06-21,126657,paid
PAY-001018,DIST-091,INV-001018,2025-05-09,18580,2025-05-24,2025-06-27,18580,paid
PAY-000286,DIST-026,INV-000286,2025-04-20,63888,2025-05-05,2025-05-02,63888,paid
PAY-000919,DIST-082,INV-000919,2025-02-22,97650,2025-03-09,2025-03-25,47410,partial
PAY-000483,DIST-043,INV-000483,2026-01-28,34606,2026-03-14,2026-03-14,34606,paid
PAY-000268,DIST-024,INV-000268,2025-07-12,195911,2025-08-02,2025-07-31,195911,paid
PAY-000639,DIST-057,INV-000639,2025-04-18,30438,2025-05-18,2025-06-04,30438,paid
PAY-000484,DIST-043,INV-000484,2026-02-21,92770,2026-04-07,2026-04-05,92770,paid
PAY-000887,DIST-079,INV-000887,2025-03-26,150945,2025-04-10,2025-04-08,150945,paid
PAY-001205,DIST-109,INV-001205,2025-07-18,125434,2025-08-02,,0,overdue
PAY-000351,DIST-032,INV-000351,2024-12-08,212107,2025-01-07,2025-01-06,212107,paid
PAY-001110,DIST-099,INV-001110,2025-02-16,69711,2025-04-02,2025-04-02,69711,paid
PAY-001174,DIST-105,INV-001174,2025-03-13,100653,2025-03-28,2025-04-06,51444,partial
PAY-000816,DIST-072,INV-000816,2026-03-23,25083,2026-05-07,2026-05-05,25083,paid
PAY-001197,DIST-108,INV-001197,2025-03-31,40442,2025-05-15,,0,overdue
PAY-000854,DIST-076,INV-000854,2025-07-18,38375,2025-08-08,2025-09-18,38375,paid
PAY-000485,DIST-043,INV-000485,2026-04-07,85654,2026-05-22,2026-05-22,85654,paid
PAY-001100,DIST-098,INV-001100,2026-03-17,253615,2026-04-07,,0,overdue
PAY-000634,DIST-057,INV-000634,2024-11-08,74040,2024-12-08,2025-01-16,74040,paid
PAY-000063,DIST-006,INV-000063,2024-11-16,45157,2024-12-16,2024-12-16,45157,paid
PAY-000314,DIST-028,INV-000314,2026-02-07,33306,2026-02-28,2026-02-26,33306,paid
PAY-000533,DIST-047,INV-000533,2025-09-13,33579,2025-09-28,2025-09-27,33579,paid
PAY-000360,DIST-032,INV-000360,2025-09-22,134855,2025-10-22,2025-10-22,134855,paid
PAY-000969,DIST-087,INV-000969,2025-07-08,55580,2025-07-29,,0,overdue
PAY-001146,DIST-103,INV-001146,2024-06-25,145437,2024-07-16,2024-07-31,58205,partial
PAY-000739,DIST-065,INV-000739,2026-02-06,61484,2026-03-08,2026-04-15,61484,paid
PAY-000720,DIST-064,INV-000720,2025-05-19,173020,2025-06-09,2025-06-09,173020,paid
PAY-000159,DIST-014,INV-000159,2025-08-15,22580,2025-09-05,2025-09-03,22580,paid
PAY-000670,DIST-060,INV-000670,2025-06-24,141607,2025-08-08,2025-08-08,141607,paid
PAY-000627,DIST-056,INV-000627,2024-08-04,326801,2024-08-19,2024-09-28,326801,paid
PAY-000866,DIST-077,INV-000866,2025-05-02,15843,2025-06-16,2025-06-13,15843,paid
PAY-000201,DIST-018,INV-000201,2025-02-25,294276,2025-03-12,2025-03-09,294276,paid
PAY-000842,DIST-075,INV-000842,2025-02-22,28182,2025-03-24,2025-03-21,28182,paid
PAY-000179,DIST-016,INV-000179,2025-05-06,16565,2025-05-27,2025-05-24,16565,paid
PAY-000563,DIST-049,INV-000563,2026-02-23,26039,2026-04-09,2026-04-06,26039,paid
PAY-000559,DIST-049,INV-000559,2025-10-16,20559,2025-11-30,2025-11-30,20559,paid
PAY-000090,DIST-008,INV-000090,2024-11-04,278224,2024-11-19,2024-11-19,278224,paid
PAY-000270,DIST-024,INV-000270,2025-09-15,225966,2025-10-06,2025-10-03,225966,paid
PAY-000231,DIST-020,INV-000231,2025-06-12,81945,2025-06-27,2025-06-27,81945,paid
PAY-000832,DIST-074,INV-000832,2025-04-17,65532,2025-05-17,2025-05-17,65532,paid
PAY-TRAP-002,DIST-902,INV-TRAP-002,2025-07-04,50000,2025-08-03,2025-08-01,50000,paid
PAY-001046,DIST-094,INV-001046,2025-01-24,125486,2025-02-23,,0,overdue
PAY-000141,DIST-012,INV-000141,2025-11-07,30501,2025-11-28,2025-11-25,30501,paid
PAY-000056,DIST-005,INV-000056,2025-02-27,50284,2025-03-20,2025-03-19,50284,paid
PAY-001186,DIST-106,INV-001186,2025-04-10,211178,2025-05-10,2025-06-12,211178,paid
PAY-000585,DIST-052,INV-000585,2024-07-08,92864,2024-07-29,2024-08-11,92864,paid
PAY-000100,DIST-008,INV-000100,2025-09-27,311441,2025-10-12,2025-10-10,311441,paid
PAY-000046,DIST-004,INV-000046,2025-10-24,81667,2025-11-23,2025-11-22,81667,paid
PAY-000382,DIST-035,INV-000382,2024-09-11,73250,2024-10-26,2024-10-23,73250,paid
PAY-000993,DIST-089,INV-000993,2024-11-19,28922,2024-12-04,,0,overdue
PAY-000804,DIST-071,INV-000804,2025-01-14,22610,2025-02-04,2025-03-10,22610,paid
PAY-001156,DIST-103,INV-001156,2025-04-27,321798,2025-05-18,,0,overdue
PAY-000868,DIST-078,INV-000868,2025-05-31,40957,2025-07-15,2025-08-19,40957,paid
PAY-000380,DIST-034,INV-000380,2025-11-29,76241,2025-12-14,2025-12-12,76241,paid
PAY-000296,DIST-027,INV-000296,2025-03-21,243422,2025-04-11,2025-04-08,243422,paid
PAY-000659,DIST-059,INV-000659,2025-08-27,55788,2025-09-11,2025-09-10,55788,paid
PAY-001062,DIST-095,INV-001062,2025-12-29,179261,2026-01-28,2026-03-13,179261,paid
PAY-000554,DIST-049,INV-000554,2025-03-22,15259,2025-05-06,2025-05-05,15259,paid
PAY-000914,DIST-081,INV-000914,2025-12-15,163594,2026-01-14,2026-01-13,163594,paid
PAY-000073,DIST-007,INV-000073,2024-06-24,62887,2024-07-09,2024-07-07,62887,paid
PAY-000675,DIST-060,INV-000675,2025-12-19,221559,2026-02-02,2026-02-02,221559,paid
PAY-000983,DIST-088,INV-000983,2025-08-12,120886,2025-09-11,,0,overdue
PAY-000534,DIST-047,INV-000534,2025-10-10,12798,2025-10-25,2025-10-25,12798,paid
PAY-000476,DIST-043,INV-000476,2025-05-22,53434,2025-07-06,2025-07-03,53434,paid
PAY-000509,DIST-045,INV-000509,2024-02-13,30593,2024-03-14,2024-03-12,30593,paid
PAY-000758,DIST-067,INV-000758,2024-08-29,249466,2024-09-19,2024-09-16,249466,paid
PAY-000902,DIST-080,INV-000902,2026-01-18,199168,2026-02-08,2026-02-18,199168,paid
PAY-000451,DIST-040,INV-000451,2026-03-25,26463,2026-04-15,2026-04-15,26463,paid
PAY-001261,DIST-118,INV-001261,2024-09-19,226401,2024-10-19,2025-01-28,0,written_off
PAY-000139,DIST-012,INV-000139,2025-08-23,32339,2025-09-13,2025-09-10,32339,paid
PAY-000058,DIST-005,INV-000058,2025-05-19,62890,2025-06-09,2025-06-09,62890,paid
PAY-000248,DIST-022,INV-000248,2025-09-22,86816,2025-10-13,2025-10-12,86816,paid
PAY-000706,DIST-062,INV-000706,2025-10-23,18474,2025-11-22,2025-12-17,18474,paid
PAY-000750,DIST-066,INV-000750,2025-04-23,83660,2025-05-23,2025-05-21,83660,paid
PAY-001121,DIST-100,INV-001121,2025-05-11,29877,2025-06-25,,0,overdue
PAY-001230,DIST-112,INV-001230,2025-04-07,34122,2025-04-22,2025-04-30,18721,partial
PAY-000982,DIST-088,INV-000982,2025-07-09,112826,2025-08-08,2025-08-08,112826,paid
PAY-000475,DIST-043,INV-000475,2025-04-28,42310,2025-06-12,2025-06-09,42310,paid
PAY-000682,DIST-061,INV-000682,2025-02-25,59360,2025-03-27,2025-03-26,59360,paid
PAY-000518,DIST-046,INV-000518,2025-01-22,48028,2025-02-06,2025-02-04,48028,paid
PAY-000364,DIST-033,INV-000364,2025-03-26,46321,2025-05-10,2025-05-08,46321,paid
PAY-000580,DIST-051,INV-000580,2025-08-15,26929,2025-08-30,2025-08-27,26929,paid
PAY-000497,DIST-044,INV-000497,2026-01-07,12443,2026-01-22,2026-01-19,12443,paid
PAY-000763,DIST-067,INV-000763,2025-02-05,274607,2025-02-26,2025-03-16,274607,paid
PAY-000007,DIST-001,INV-000007,2025-05-28,87404,2025-06-18,2025-06-18,87404,paid
PAY-001070,DIST-096,INV-001070,2025-07-13,55770,2025-08-27,2025-08-25,55770,paid
PAY-000187,DIST-017,INV-000187,2025-06-16,92175,2025-07-31,2025-07-30,92175,paid
PAY-000666,DIST-059,INV-000666,2026-05-11,66216,2026-05-26,2026-05-25,66216,paid
PAY-000250,DIST-022,INV-000250,2025-12-07,48273,2025-12-28,2025-12-28,48273,paid
PAY-000340,DIST-031,INV-000340,2025-07-10,88010,2025-08-24,2025-08-23,88010,paid
PAY-000132,DIST-012,INV-000132,2025-01-30,13476,2025-02-20,2025-02-17,13476,paid
PAY-001068,DIST-096,INV-001068,2025-05-04,71450,2025-06-18,,0,overdue
PAY-001087,DIST-097,INV-001087,2026-04-28,23297,2026-05-28,2026-06-07,15284,partial
PAY-000470,DIST-042,INV-000470,2025-02-06,185903,2025-03-08,2025-03-08,185903,paid
PAY-001155,DIST-103,INV-001155,2025-04-05,262562,2025-04-26,2025-05-13,127083,partial
PAY-001056,DIST-095,INV-001056,2025-06-16,205073,2025-07-16,2025-08-01,205073,paid
PAY-000510,DIST-045,INV-000510,2024-03-16,26586,2024-04-15,2024-04-13,26586,paid
PAY-001166,DIST-104,INV-001166,2025-11-21,257338,2025-12-21,,0,overdue
PAY-000412,DIST-037,INV-000412,2025-01-26,228533,2025-03-12,2025-03-12,228533,paid
PAY-000156,DIST-014,INV-000156,2025-05-05,28375,2025-05-26,2025-05-24,28375,paid
PAY-000555,DIST-049,INV-000555,2025-04-25,25783,2025-06-09,2025-06-06,25783,paid
PAY-000696,DIST-062,INV-000696,2025-01-09,34798,2025-02-08,2025-03-08,34798,paid
PAY-000397,DIST-036,INV-000397,2025-08-30,17992,2025-10-14,2025-10-13,17992,paid
PAY-001201,DIST-108,INV-001201,2025-08-15,70770,2025-09-29,2025-10-10,70770,paid
PAY-000387,DIST-035,INV-000387,2025-02-02,82834,2025-03-19,2025-03-16,82834,paid
PAY-000877,DIST-078,INV-000877,2026-03-17,25215,2026-05-01,2026-06-08,25215,paid
PAY-001131,DIST-101,INV-001131,2025-06-03,215829,2025-07-03,2025-07-20,153699,partial
PAY-000948,DIST-085,INV-000948,2024-12-20,33775,2025-02-03,2025-02-20,18367,partial
PAY-001239,DIST-114,INV-001239,2025-02-20,164893,2025-04-06,,0,overdue
PAY-000428,DIST-038,INV-000428,2025-08-29,136389,2025-09-13,2025-09-11,136389,paid
PAY-000793,DIST-070,INV-000793,2025-07-17,164624,2025-08-31,2025-09-22,164624,paid
PAY-001210,DIST-110,INV-001210,2024-11-22,32905,2025-01-06,,0,overdue
PAY-000776,DIST-068,INV-000776,2025-04-28,215673,2025-05-28,2025-05-27,215673,paid
PAY-001052,DIST-095,INV-001052,2025-02-22,193562,2025-03-24,2025-05-01,193562,paid
PAY-001064,DIST-096,INV-001064,2024-12-16,75778,2025-01-30,2025-01-29,75778,paid
PAY-000890,DIST-079,INV-000890,2025-07-05,130787,2025-07-20,2025-08-28,130787,paid
PAY-000057,DIST-005,INV-000057,2025-04-07,25842,2025-04-28,2025-04-26,25842,paid
PAY-000242,DIST-021,INV-000242,2025-10-26,60222,2025-11-10,2025-11-07,60222,paid
PAY-000127,DIST-011,INV-000127,2025-06-20,55167,2025-07-11,2025-07-09,55167,paid
PAY-001009,DIST-090,INV-001009,2025-09-11,61617,2025-09-26,,0,overdue
PAY-000251,DIST-022,INV-000251,2025-12-31,37497,2026-01-21,2026-01-18,37497,paid
PAY-000001,DIST-001,INV-000001,2024-11-19,72411,2024-12-10,2024-12-09,72411,paid
PAY-001196,DIST-108,INV-001196,2025-03-05,85209,2025-04-19,2025-04-26,45617,partial
PAY-001189,DIST-107,INV-001189,2025-05-18,188966,2025-06-17,,0,overdue
PAY-000562,DIST-049,INV-000562,2026-01-14,27380,2026-02-28,2026-02-28,27380,paid
PAY-000980,DIST-088,INV-000980,2025-05-03,96831,2025-06-02,,0,overdue
PAY-001061,DIST-095,INV-001061,2025-11-27,227412,2025-12-27,2025-12-27,227412,paid
PAY-000437,DIST-039,INV-000437,2025-09-09,201286,2025-09-30,2025-09-30,201286,paid
PAY-000390,DIST-035,INV-000390,2025-04-19,64919,2025-06-03,2025-06-01,64919,paid
PAY-000348,DIST-031,INV-000348,2026-04-02,121815,2026-05-17,2026-05-14,121815,paid
PAY-001240,DIST-114,INV-001240,2025-03-28,88254,2025-05-12,2025-07-25,0,written_off
PAY-000040,DIST-004,INV-000040,2025-03-24,223161,2025-04-23,2025-04-21,223161,paid
PAY-000573,DIST-050,INV-000573,2025-03-15,101108,2025-04-05,2025-04-04,101108,paid
PAY-000136,DIST-012,INV-000136,2025-05-18,28033,2025-06-08,2025-06-05,28033,paid
PAY-000930,DIST-083,INV-000930,2025-09-09,52206,2025-09-30,,0,overdue
PAY-001136,DIST-101,INV-001136,2025-10-19,258082,2025-11-18,,0,overdue
PAY-000695,DIST-062,INV-000695,2024-12-04,28127,2025-01-03,2025-01-21,28127,paid
PAY-001229,DIST-112,INV-001229,2025-02-24,28327,2025-03-11,,0,overdue
PAY-000220,DIST-019,INV-000220,2025-10-19,129034,2025-11-09,2025-11-09,129034,paid
PAY-000486,DIST-044,INV-000486,2024-12-12,12433,2024-12-27,2024-12-25,12433,paid
PAY-000635,DIST-057,INV-000635,2024-12-22,80269,2025-01-21,2025-02-16,80269,paid
PAY-000954,DIST-085,INV-000954,2025-06-25,28166,2025-08-09,2025-08-07,28166,paid
PAY-000467,DIST-042,INV-000467,2024-10-06,119129,2024-11-05,2024-11-02,119129,paid
PAY-001123,DIST-100,INV-001123,2025-07-21,20345,2025-09-04,2025-09-17,14399,partial
PAY-000959,DIST-086,INV-000959,2024-11-05,26026,2024-11-20,2024-12-08,16534,partial
PAY-001245,DIST-115,INV-001245,2025-07-19,92044,2025-08-18,2025-10-27,0,written_off
PAY-001104,DIST-099,INV-001104,2024-07-09,53851,2024-08-23,,0,overdue
PAY-000323,DIST-029,INV-000323,2025-02-16,81017,2025-04-02,2025-03-31,81017,paid
PAY-000671,DIST-060,INV-000671,2025-08-07,239571,2025-09-21,2025-09-19,239571,paid
PAY-000728,DIST-064,INV-000728,2026-01-06,182448,2026-01-27,2026-01-24,182448,paid
PAY-000313,DIST-028,INV-000313,2025-12-26,27116,2026-01-16,2026-01-14,40613,paid
PAY-000489,DIST-044,INV-000489,2025-04-03,17802,2025-04-18,2025-04-18,17802,paid
PAY-000516,DIST-046,INV-000516,2024-11-23,84496,2024-12-08,2024-12-08,84496,paid
PAY-001193,DIST-107,INV-001193,2025-10-13,215708,2025-11-12,,0,overdue
PAY-000097,DIST-008,INV-000097,2025-06-16,315197,2025-07-01,2025-06-29,315197,paid
PAY-000004,DIST-001,INV-000004,2025-02-25,53213,2025-03-18,2025-03-15,53213,paid
PAY-000530,DIST-047,INV-000530,2025-06-10,10497,2025-06-25,2025-06-25,10497,paid
PAY-000295,DIST-026,INV-000295,2026-02-07,104281,2026-02-22,2026-02-21,104281,paid
PAY-000905,DIST-081,INV-000905,2025-03-01,142680,2025-03-31,2025-03-30,142680,paid
PAY-001013,DIST-091,INV-001013,2024-11-19,26648,2024-12-04,2024-12-04,26648,paid
PAY-000909,DIST-081,INV-000909,2025-07-07,137092,2025-08-06,2025-08-06,137092,paid
PAY-000929,DIST-083,INV-000929,2025-08-10,110266,2025-08-31,,0,overdue
PAY-001170,DIST-105,INV-001170,2024-11-16,83081,2024-12-01,2024-12-15,50681,partial
PAY-001103,DIST-099,INV-001103,2024-06-06,68108,2024-07-21,,0,overdue
PAY-001154,DIST-103,INV-001154,2025-03-09,190346,2025-03-30,2025-04-15,135435,partial
PAY-000786,DIST-070,INV-000786,2024-12-11,65214,2025-01-25,2025-01-22,65214,paid
PAY-000707,DIST-062,INV-000707,2025-12-07,28643,2026-01-06,2026-01-05,28643,paid
PAY-000402,DIST-036,INV-000402,2026-02-09,12362,2026-03-26,2026-03-25,12362,paid
PAY-000415,DIST-037,INV-000415,2025-04-20,208105,2025-06-04,2025-06-04,208105,paid
PAY-001130,DIST-101,INV-001130,2025-05-04,167918,2025-06-03,2025-06-21,167918,paid
PAY-001175,DIST-105,INV-001175,2025-04-10,95503,2025-04-25,,0,overdue
PAY-000936,DIST-084,INV-000936,2024-11-16,26713,2024-12-31,2025-01-30,26713,paid
PAY-000545,DIST-048,INV-000545,2025-08-01,66848,2025-08-31,2025-08-29,66848,paid
PAY-000778,DIST-069,INV-000778,2024-10-23,54599,2024-11-07,2024-11-04,54599,paid
PAY-000245,DIST-022,INV-000245,2025-06-16,92732,2025-07-07,2025-07-06,92732,paid
PAY-000273,DIST-025,INV-000273,2024-07-07,323769,2024-07-28,2024-07-25,323769,paid
PAY-000037,DIST-004,INV-000037,2024-12-29,83529,2025-01-28,2025-01-26,83529,paid
PAY-000574,DIST-051,INV-000574,2025-01-09,29333,2025-01-24,2025-01-21,29333,paid
PAY-001015,DIST-091,INV-001015,2025-01-21,29888,2025-02-05,,0,overdue
PAY-001255,DIST-117,INV-001255,2024-10-21,56687,2024-11-11,2025-01-18,0,written_off
PAY-000680,DIST-061,INV-000680,2024-12-30,38032,2025-01-29,2025-01-28,38032,paid
PAY-001134,DIST-101,INV-001134,2025-08-26,104164,2025-09-25,2025-10-07,62498,partial
PAY-000052,DIST-005,INV-000052,2024-10-30,65809,2024-11-20,2024-11-18,65809,paid
PAY-000112,DIST-010,INV-000112,2025-06-23,248040,2025-07-23,2025-07-20,248040,paid
PAY-000837,DIST-075,INV-000837,2024-10-07,24988,2024-11-06,2024-12-01,24988,paid
PAY-001167,DIST-104,INV-001167,2025-12-17,213884,2026-01-16,,0,overdue
PAY-000852,DIST-076,INV-000852,2025-05-13,45613,2025-06-03,2025-07-04,45613,paid
PAY-000543,DIST-048,INV-000543,2025-05-07,47287,2025-06-06,2025-06-03,47287,paid
PAY-000283,DIST-026,INV-000283,2025-01-18,94823,2025-02-02,2025-01-31,94823,paid
PAY-000181,DIST-016,INV-000181,2025-06-27,26962,2025-07-18,2025-07-18,26962,paid
PAY-000730,DIST-065,INV-000730,2025-05-10,64502,2025-06-09,2025-07-06,64502,paid
PAY-000194,DIST-017,INV-000194,2026-01-27,129760,2026-03-13,2026-03-13,129760,paid
PAY-001109,DIST-099,INV-001109,2025-01-20,46716,2025-03-06,2025-04-07,46716,paid
PAY-000979,DIST-088,INV-000979,2025-04-08,103868,2025-05-08,,0,overdue
PAY-000433,DIST-039,INV-000433,2025-04-18,244061,2025-05-09,2025-05-09,244061,paid
PAY-000995,DIST-089,INV-000995,2025-02-07,32253,2025-02-22,2025-02-20,32253,paid
PAY-000755,DIST-067,INV-000755,2024-06-01,303160,2024-06-22,2024-07-20,303160,paid
PAY-000101,DIST-008,INV-000101,2025-11-10,187153,2025-11-25,2025-11-24,187153,paid
PAY-000379,DIST-034,INV-000379,2025-11-07,249966,2025-11-22,2025-11-19,249966,paid
PAY-000280,DIST-025,INV-000280,2025-01-10,322622,2025-01-31,2025-01-30,322622,paid
PAY-000452,DIST-040,INV-000452,2026-04-17,13584,2026-05-08,2026-05-05,13584,paid
PAY-000055,DIST-005,INV-000055,2025-01-20,46713,2025-02-10,2025-02-09,46713,paid
