order_id,distributor_id,order_date,order_value_inr,order_status
ORD-00518,DIST-034,2024-11-01,300000,delivered
ORD-00519,DIST-034,2025-11-15,200000,delivered
ORD-00520,DIST-034,2024-12-28,100000,delivered
ORD-00521,DIST-034,2024-09-02,100000,cancelled
ORD-00522,DIST-034,2024-07-27,150000,delivered
ORD-00523,DIST-034,2025-07-31,25000,delivered
ORD-00524,DIST-035,2025-09-17,75000,delivered
ORD-00525,DIST-035,2024-06-23,300000,delivered
ORD-00526,DIST-035,2024-06-04,150000,delivered
ORD-00527,DIST-035,2024-08-14,75000,delivered
ORD-00528,DIST-035,2026-05-19,25000,delivered
ORD-00529,DIST-035,2024-08-10,100000,pending
ORD-00530,DIST-035,2024-07-03,50000,delivered
ORD-00531,DIST-035,2024-10-17,200000,delivered
ORD-00532,DIST-035,2026-03-24,75000,pending
ORD-00533,DIST-035,2025-06-27,100000,delivered
ORD-00534,DIST-035,2025-06-20,200000,delivered
ORD-00535,DIST-035,2025-12-05,300000,delivered
ORD-00536,DIST-035,2025-05-23,150000,delivered
ORD-00537,DIST-035,2025-07-08,200000,delivered
ORD-00538,DIST-035,2025-01-15,300000,cancelled
ORD-00539,DIST-035,2024-06-24,100000,pending
ORD-00540,DIST-035,2026-04-21,100000,delivered
ORD-00541,DIST-035,2025-11-27,50000,delivered
ORD-00542,DIST-035,2025-02-09,50000,delivered
ORD-00543,DIST-035,2025-03-10,200000,delivered
ORD-00544,DIST-035,2024-09-24,200000,delivered
ORD-00545,DIST-036,2026-02-20,25000,delivered
ORD-00546,DIST-036,2025-02-02,25000,delivered
ORD-00547,DIST-036,2026-01-30,150000,delivered
ORD-00548,DIST-036,2026-04-20,25000,delivered
ORD-00549,DIST-036,2025-02-06,100000,delivered
ORD-00550,DIST-036,2025-08-24,50000,delivered
ORD-00551,DIST-036,2024-07-28,75000,delivered
ORD-00552,DIST-036,2025-01-26,200000,cancelled
ORD-00553,DIST-036,2026-01-11,150000,delivered
ORD-00554,DIST-036,2026-04-20,50000,cancelled
ORD-00555,DIST-036,2025-04-06,200000,cancelled
ORD-00556,DIST-036,2025-11-16,75000,delivered
ORD-00557,DIST-036,2025-03-09,150000,delivered
ORD-00558,DIST-036,2024-11-27,100000,delivered
ORD-00559,DIST-036,2025-12-22,75000,delivered
ORD-00560,DIST-036,2026-03-21,300000,delivered
ORD-00561,DIST-036,2025-11-20,100000,delivered
ORD-00562,DIST-037,2024-10-31,50000,delivered
ORD-00563,DIST-037,2025-12-03,300000,delivered
ORD-00564,DIST-037,2025-01-17,200000,delivered
ORD-00565,DIST-037,2024-10-26,25000,cancelled
ORD-00566,DIST-037,2025-12-28,100000,delivered
ORD-00567,DIST-037,2025-12-23,100000,delivered
ORD-00568,DIST-037,2025-02-04,75000,delivered
ORD-00569,DIST-037,2026-03-25,100000,delivered
ORD-00570,DIST-037,2025-06-15,200000,delivered
ORD-00571,DIST-037,2024-12-13,100000,delivered
ORD-00572,DIST-037,2026-04-21,25000,delivered
ORD-00573,DIST-037,2024-08-14,300000,delivered
ORD-00574,DIST-037,2026-01-23,150000,delivered
ORD-00575,DIST-037,2025-01-09,300000,delivered
ORD-00576,DIST-037,2025-05-07,25000,delivered
ORD-00577,DIST-037,2025-01-03,200000,pending
ORD-00578,DIST-037,2024-09-29,300000,delivered
ORD-00579,DIST-038,2025-02-04,200000,delivered
ORD-00580,DIST-038,2024-12-27,50000,delivered
ORD-00581,DIST-038,2025-12-18,75000,delivered
ORD-00582,DIST-038,2025-06-25,200000,delivered
ORD-00583,DIST-038,2025-06-03,75000,delivered
ORD-00584,DIST-038,2025-11-08,100000,cancelled
ORD-00585,DIST-038,2024-09-09,200000,cancelled
ORD-00586,DIST-038,2025-09-24,75000,delivered
ORD-00587,DIST-038,2024-12-26,100000,delivered
ORD-00588,DIST-038,2024-07-17,50000,delivered
ORD-00589,DIST-038,2024-10-28,150000,delivered
ORD-00590,DIST-038,2026-01-20,100000,delivered
ORD-00591,DIST-038,2025-03-30,75000,delivered
ORD-00592,DIST-038,2025-01-22,300000,delivered
ORD-00593,DIST-038,2025-02-07,200000,delivered
ORD-00594,DIST-038,2026-05-03,300000,delivered
ORD-00595,DIST-038,2025-10-14,200000,pending
ORD-00596,DIST-038,2025-10-16,200000,delivered
ORD-00597,DIST-038,2025-05-27,200000,delivered
ORD-00598,DIST-039,2025-10-14,150000,delivered
ORD-00599,DIST-039,2026-03-20,150000,pending
ORD-00600,DIST-039,2024-07-05,25000,cancelled
ORD-00601,DIST-039,2026-04-16,25000,delivered
ORD-00602,DIST-039,2025-07-28,200000,delivered
ORD-00603,DIST-039,2025-01-23,50000,delivered
ORD-00604,DIST-039,2024-06-10,100000,delivered
ORD-00605,DIST-039,2025-06-18,200000,delivered
ORD-00606,DIST-039,2026-04-14,100000,pending
ORD-00607,DIST-039,2026-04-07,25000,delivered
ORD-00608,DIST-039,2025-11-27,25000,delivered
ORD-00609,DIST-039,2024-06-18,75000,delivered
ORD-00610,DIST-039,2025-12-01,25000,pending
ORD-00611,DIST-039,2025-10-28,200000,cancelled
ORD-00612,DIST-039,2025-08-15,50000,cancelled
ORD-00613,DIST-039,2024-09-18,150000,pending
ORD-00614,DIST-039,2024-10-31,150000,delivered
ORD-00615,DIST-039,2025-11-22,75000,delivered
ORD-00616,DIST-039,2025-03-01,25000,delivered
ORD-00617,DIST-039,2025-06-18,100000,pending
ORD-00618,DIST-039,2025-12-31,200000,delivered
ORD-00619,DIST-040,2025-04-04,300000,delivered
ORD-00620,DIST-040,2024-08-22,300000,delivered
ORD-00621,DIST-040,2026-03-28,25000,delivered
ORD-00622,DIST-040,2025-07-21,150000,delivered
ORD-00623,DIST-040,2025-10-01,25000,delivered
ORD-00624,DIST-040,2026-05-21,100000,delivered
ORD-00625,DIST-040,2025-08-19,75000,delivered
ORD-00626,DIST-040,2026-01-01,25000,pending
ORD-00627,DIST-040,2025-11-23,50000,pending
ORD-00628,DIST-040,2025-01-03,200000,pending
ORD-00629,DIST-040,2026-01-02,25000,delivered
ORD-00630,DIST-041,2026-05-02,150000,pending
ORD-00631,DIST-041,2025-12-30,50000,delivered
ORD-00632,DIST-041,2025-04-19,50000,delivered
ORD-00633,DIST-041,2026-01-23,300000,delivered
ORD-00634,DIST-041,2026-05-31,25000,cancelled
ORD-00635,DIST-041,2025-04-03,50000,delivered
ORD-00636,DIST-042,2025-07-04,150000,delivered
ORD-00637,DIST-042,2025-05-06,200000,delivered
ORD-00638,DIST-042,2024-10-22,200000,delivered
ORD-00639,DIST-042,2024-08-20,75000,delivered
ORD-00640,DIST-042,2024-07-25,50000,delivered
ORD-00641,DIST-042,2024-08-17,300000,delivered
ORD-00642,DIST-042,2026-02-19,100000,pending
ORD-00643,DIST-042,2025-05-01,75000,delivered
ORD-00644,DIST-042,2025-09-05,75000,delivered
ORD-00645,DIST-042,2025-12-19,100000,pending
ORD-00646,DIST-042,2024-12-08,200000,delivered
ORD-00647,DIST-042,2025-06-25,150000,delivered
ORD-00648,DIST-042,2025-03-30,200000,delivered
ORD-00649,DIST-042,2024-08-15,50000,delivered
ORD-00650,DIST-042,2025-06-25,200000,delivered
ORD-00651,DIST-042,2024-11-05,75000,delivered
ORD-00652,DIST-042,2025-06-05,25000,delivered
ORD-00653,DIST-042,2025-04-12,300000,delivered
ORD-00654,DIST-042,2025-03-04,25000,delivered
ORD-00655,DIST-042,2024-12-09,150000,delivered
ORD-00656,DIST-042,2025-12-21,25000,delivered
ORD-00657,DIST-042,2024-06-27,150000,delivered
ORD-00658,DIST-043,2026-02-02,75000,delivered
ORD-00659,DIST-043,2025-06-30,100000,delivered
ORD-00660,DIST-043,2025-07-03,200000,delivered
ORD-00661,DIST-043,2025-12-25,50000,pending
ORD-00662,DIST-043,2026-01-07,200000,delivered
ORD-00663,DIST-043,2025-06-25,75000,delivered
ORD-00664,DIST-044,2025-03-02,25000,delivered
ORD-00665,DIST-044,2024-11-19,100000,delivered
ORD-00666,DIST-044,2025-04-03,25000,delivered
ORD-00667,DIST-044,2025-06-05,50000,delivered
ORD-00668,DIST-044,2026-06-09,150000,delivered
ORD-00669,DIST-044,2026-02-22,25000,delivered
ORD-00670,DIST-044,2024-10-17,100000,delivered
ORD-00671,DIST-044,2025-05-07,100000,cancelled
ORD-00672,DIST-044,2025-05-04,100000,delivered
ORD-00673,DIST-044,2026-03-29,50000,pending
ORD-00674,DIST-044,2025-04-04,200000,delivered
ORD-00675,DIST-044,2024-12-23,50000,delivered
ORD-00676,DIST-044,2025-07-13,75000,pending
ORD-00677,DIST-045,2025-10-16,300000,pending
ORD-00678,DIST-045,2025-02-04,75000,delivered
ORD-00679,DIST-045,2025-07-08,150000,delivered
ORD-00680,DIST-045,2024-12-22,150000,delivered
ORD-00681,DIST-045,2024-12-02,150000,delivered
ORD-00682,DIST-045,2024-06-28,100000,pending
ORD-00683,DIST-045,2026-05-27,300000,delivered
ORD-00684,DIST-045,2025-03-26,25000,cancelled
ORD-00685,DIST-045,2025-07-24,50000,delivered
ORD-00686,DIST-045,2026-03-11,75000,delivered
ORD-00687,DIST-045,2026-04-06,100000,delivered
ORD-00688,DIST-045,2025-06-22,150000,delivered
ORD-00689,DIST-045,2025-10-04,150000,delivered
ORD-00690,DIST-045,2025-11-01,300000,pending
ORD-00691,DIST-045,2026-05-10,25000,delivered
ORD-00692,DIST-045,2025-06-04,300000,delivered
ORD-00693,DIST-045,2025-12-02,25000,delivered
ORD-00694,DIST-045,2024-09-20,200000,delivered
ORD-00695,DIST-045,2026-04-12,200000,delivered
ORD-00696,DIST-045,2026-02-18,200000,delivered
ORD-00697,DIST-045,2026-04-25,300000,delivered
ORD-00698,DIST-045,2025-05-06,100000,pending
ORD-00699,DIST-045,2024-09-17,75000,delivered
ORD-00700,DIST-045,2025-01-14,150000,delivered
ORD-00701,DIST-046,2026-01-16,50000,delivered
ORD-00702,DIST-046,2025-08-31,100000,delivered
ORD-00703,DIST-046,2026-04-27,150000,delivered
ORD-00704,DIST-046,2024-11-02,25000,delivered
ORD-00705,DIST-046,2025-10-08,100000,delivered
ORD-00706,DIST-046,2024-08-27,200000,delivered
ORD-00707,DIST-046,2024-10-24,75000,delivered
ORD-00708,DIST-046,2025-09-10,150000,delivered
ORD-00709,DIST-046,2025-10-08,25000,delivered
ORD-00710,DIST-046,2025-08-23,100000,delivered
ORD-00711,DIST-046,2025-04-23,25000,delivered
ORD-00712,DIST-046,2026-05-29,300000,delivered
ORD-00713,DIST-046,2025-05-18,200000,delivered
ORD-00714,DIST-046,2024-11-16,200000,pending
ORD-00715,DIST-046,2025-02-05,150000,delivered
ORD-00716,DIST-046,2024-11-11,100000,delivered
ORD-00717,DIST-046,2025-09-17,100000,delivered
ORD-00718,DIST-046,2026-03-07,200000,delivered
ORD-00719,DIST-046,2026-04-05,25000,delivered
ORD-00720,DIST-046,2026-02-19,100000,cancelled
ORD-00721,DIST-046,2026-01-28,25000,delivered
ORD-00722,DIST-047,2024-12-28,200000,delivered
ORD-00723,DIST-047,2024-08-04,300000,delivered
ORD-00724,DIST-047,2025-12-02,75000,delivered
ORD-00725,DIST-047,2024-12-19,75000,delivered
ORD-00726,DIST-047,2026-04-18,150000,cancelled
ORD-00727,DIST-047,2026-03-17,100000,delivered
ORD-00728,DIST-047,2026-02-16,25000,delivered
ORD-00729,DIST-047,2025-05-23,100000,delivered
ORD-00730,DIST-047,2026-02-23,200000,delivered
ORD-00731,DIST-047,2026-05-24,150000,cancelled
ORD-00732,DIST-048,2024-08-26,75000,delivered
ORD-00733,DIST-048,2024-09-29,25000,delivered
ORD-00734,DIST-048,2024-12-05,50000,delivered
ORD-00735,DIST-048,2025-11-06,150000,delivered
ORD-00736,DIST-048,2024-10-20,100000,delivered
ORD-00737,DIST-048,2024-12-08,150000,delivered
ORD-00738,DIST-048,2026-05-12,50000,pending
ORD-00739,DIST-048,2025-12-21,75000,delivered
ORD-00740,DIST-048,2024-10-22,300000,delivered
ORD-00741,DIST-048,2025-09-05,300000,delivered
ORD-00742,DIST-048,2025-06-03,100000,pending
ORD-00743,DIST-048,2024-10-18,100000,delivered
ORD-00744,DIST-048,2025-12-28,100000,delivered
ORD-00745,DIST-048,2025-07-24,100000,delivered
ORD-00746,DIST-048,2026-05-29,100000,cancelled
ORD-00747,DIST-048,2024-11-19,25000,delivered
ORD-00748,DIST-048,2025-01-12,75000,delivered
ORD-00749,DIST-048,2025-01-17,50000,delivered
ORD-00750,DIST-048,2025-09-12,300000,delivered
ORD-00751,DIST-048,2025-10-21,25000,delivered
ORD-00752,DIST-048,2026-01-08,300000,delivered
ORD-00753,DIST-048,2025-12-09,75000,cancelled
ORD-00754,DIST-049,2024-07-13,100000,delivered
ORD-00755,DIST-049,2025-12-12,100000,delivered
ORD-00756,DIST-049,2024-09-13,200000,delivered
ORD-00757,DIST-049,2025-02-09,25000,delivered
ORD-00758,DIST-049,2025-09-04,300000,delivered
ORD-00759,DIST-049,2024-08-29,25000,delivered
ORD-00760,DIST-049,2025-01-29,200000,delivered
ORD-00761,DIST-049,2026-01-24,300000,delivered
ORD-00762,DIST-049,2026-05-29,100000,delivered
ORD-00763,DIST-049,2024-11-17,300000,delivered
ORD-00764,DIST-049,2024-12-29,300000,cancelled
ORD-00765,DIST-049,2024-07-31,150000,delivered
ORD-00766,DIST-049,2025-03-15,50000,delivered
ORD-00767,DIST-049,2025-04-28,75000,pending
ORD-00768,DIST-049,2025-03-24,300000,delivered
ORD-00769,DIST-049,2025-11-09,200000,pending
ORD-00770,DIST-049,2024-09-06,300000,delivered
ORD-00771,DIST-049,2025-07-27,75000,pending
ORD-00772,DIST-049,2026-04-03,300000,delivered
ORD-00773,DIST-049,2024-10-14,200000,delivered
ORD-00774,DIST-049,2025-04-26,300000,cancelled
ORD-00775,DIST-050,2025-07-08,150000,delivered
ORD-00776,DIST-050,2026-03-10,,delivered
ORD-00777,DIST-050,2025-06-20,200000,delivered
ORD-00778,DIST-050,2024-09-04,200000,delivered
ORD-00779,DIST-050,2025-03-12,75000,delivered
ORD-00780,DIST-050,2025-09-09,,pending
ORD-00781,DIST-050,2026-01-17,300000,delivered
ORD-00782,DIST-050,2024-09-04,100000,delivered
ORD-00783,DIST-050,2026-03-13,75000,delivered
ORD-00784,DIST-050,2024-08-04,100000,delivered
ORD-00785,DIST-050,2025-01-10,300000,pending
ORD-00786,DIST-050,2025-01-03,75000,delivered
ORD-00787,DIST-050,2025-03-18,150000,delivered
ORD-00788,DIST-050,2024-10-12,100000,delivered
ORD-00789,DIST-050,2025-05-18,300000,cancelled
ORD-00790,DIST-050,2024-07-20,200000,delivered
ORD-00791,DIST-050,2025-09-14,300000,delivered
ORD-00792,DIST-050,2024-11-09,25000,delivered
ORD-00793,DIST-050,2025-08-13,200000,delivered
ORD-00794,DIST-050,2024-10-14,75000,cancelled
ORD-00795,DIST-050,2024-11-10,75000,cancelled
ORD-00796,DIST-050,2024-09-04,75000,delivered
ORD-00797,DIST-050,2024-08-24,200000,delivered
ORD-00798,DIST-050,2024-11-17,200000,delivered
ORD-00799,DIST-050,2025-04-09,300000,delivered
ORD-00800,DIST-051,2025-08-14,200000,delivered
ORD-00801,DIST-051,2024-09-06,100000,delivered
ORD-00802,DIST-051,2024-08-19,50000,delivered
ORD-00803,DIST-051,2025-11-14,25000,delivered
ORD-00804,DIST-051,2024-06-09,300000,delivered
ORD-00805,DIST-051,2024-10-02,100000,pending
ORD-00806,DIST-051,2026-05-12,25000,delivered
ORD-00807,DIST-051,2025-01-21,200000,delivered
ORD-00808,DIST-051,2024-09-13,75000,delivered
ORD-00809,DIST-051,2025-04-03,300000,delivered
ORD-00810,DIST-051,2024-10-15,200000,delivered
ORD-00811,DIST-052,2024-08-10,25000,delivered
ORD-00812,DIST-052,2026-02-15,100000,delivered
ORD-00813,DIST-052,2025-05-26,200000,delivered
ORD-00814,DIST-052,2024-11-03,150000,pending
ORD-00815,DIST-052,2026-05-05,50000,delivered
ORD-00816,DIST-052,2024-08-28,50000,cancelled
ORD-00817,DIST-052,2024-10-05,100000,delivered
ORD-00818,DIST-052,2025-05-26,75000,pending
ORD-00819,DIST-053,2025-02-09,25000,delivered
ORD-00820,DIST-053,2025-02-10,150000,delivered
ORD-00821,DIST-053,2026-06-09,300000,delivered
ORD-00822,DIST-053,2026-05-09,300000,delivered
ORD-00823,DIST-053,2026-04-06,50000,cancelled
ORD-00824,DIST-053,2025-11-13,50000,delivered
ORD-00825,DIST-053,2025-07-07,25000,delivered
ORD-00826,DIST-053,2025-02-01,25000,delivered
ORD-00827,DIST-054,2025-10-25,25000,delivered
ORD-00828,DIST-054,2025-11-23,25000,cancelled
ORD-00829,DIST-054,2025-06-05,50000,pending
ORD-00830,DIST-054,2025-07-02,150000,cancelled
ORD-00831,DIST-054,2025-08-05,200000,delivered
ORD-00832,DIST-054,2024-11-24,300000,delivered
ORD-00833,DIST-054,2024-08-14,25000,delivered
ORD-00834,DIST-054,2024-06-15,25000,delivered
ORD-00835,DIST-054,2024-08-01,100000,pending
ORD-00836,DIST-054,2025-11-01,200000,delivered
ORD-00837,DIST-054,2025-10-27,100000,delivered
ORD-00838,DIST-055,2024-08-24,150000,delivered
ORD-00839,DIST-055,2026-02-21,25000,delivered
ORD-00840,DIST-055,2025-04-14,50000,delivered
ORD-00841,DIST-055,2024-11-07,100000,delivered
ORD-00842,DIST-055,2026-01-22,300000,delivered
ORD-00843,DIST-055,2026-03-28,25000,delivered
ORD-00844,DIST-055,2025-04-14,200000,delivered
ORD-00845,DIST-055,2025-01-31,25000,delivered
ORD-00846,DIST-055,2025-08-19,150000,delivered
ORD-00847,DIST-055,2026-02-14,200000,delivered
ORD-00848,DIST-055,2026-04-05,25000,delivered
ORD-00849,DIST-055,2024-06-13,200000,delivered
ORD-00850,DIST-055,2024-06-12,75000,delivered
ORD-00851,DIST-055,2025-11-18,300000,delivered
ORD-00852,DIST-055,2026-06-09,75000,delivered
ORD-00853,DIST-055,2024-10-08,300000,delivered
ORD-00854,DIST-056,2024-09-29,25000,delivered
ORD-00855,DIST-056,2025-05-10,75000,cancelled
ORD-00856,DIST-056,2025-11-19,200000,delivered
ORD-00857,DIST-056,2026-01-12,100000,delivered
ORD-00858,DIST-056,2025-09-10,25000,delivered
ORD-00859,DIST-056,2025-10-25,50000,cancelled
ORD-00860,DIST-056,2025-06-12,300000,delivered
ORD-00861,DIST-056,2024-09-14,200000,cancelled
ORD-00862,DIST-056,2024-09-27,150000,delivered
ORD-00863,DIST-056,2024-06-03,300000,delivered
ORD-00864,DIST-056,2024-06-13,100000,delivered
ORD-00865,DIST-056,2025-06-08,50000,delivered
ORD-00866,DIST-057,2024-07-07,200000,delivered
ORD-00867,DIST-057,2026-04-03,75000,delivered
ORD-00868,DIST-057,2025-02-10,200000,delivered
ORD-00869,DIST-057,2025-04-24,25000,delivered
ORD-00870,DIST-057,2026-01-07,150000,delivered
ORD-00871,DIST-057,2026-04-21,50000,pending
ORD-00872,DIST-057,2025-01-15,25000,cancelled
ORD-00873,DIST-057,2025-07-16,100000,delivered
ORD-00874,DIST-057,2025-03-17,75000,delivered
ORD-00875,DIST-058,2024-08-28,25000,delivered
ORD-00876,DIST-058,2025-06-13,150000,delivered
ORD-00877,DIST-058,2025-04-08,50000,delivered
ORD-00878,DIST-058,2025-09-19,100000,delivered
ORD-00879,DIST-058,2024-12-18,150000,delivered
ORD-00880,DIST-058,2025-02-07,100000,delivered
ORD-00881,DIST-058,2024-06-25,75000,delivered
ORD-00882,DIST-058,2026-03-14,25000,cancelled
ORD-00883,DIST-058,2025-05-10,200000,delivered
ORD-00884,DIST-058,2025-06-21,200000,cancelled
ORD-00885,DIST-058,2025-04-11,150000,delivered
ORD-00886,DIST-058,2025-01-30,25000,delivered
ORD-00887,DIST-058,2024-10-24,25000,delivered
ORD-00888,DIST-058,2024-07-15,300000,pending
ORD-00889,DIST-059,2025-07-28,75000,delivered
ORD-00890,DIST-059,2025-09-13,25000,pending
ORD-00891,DIST-059,2026-01-16,50000,delivered
ORD-00892,DIST-059,2026-03-15,25000,cancelled
ORD-00893,DIST-059,2026-01-28,100000,delivered
ORD-00894,DIST-059,2026-04-10,50000,pending
ORD-00895,DIST-059,2025-03-26,75000,delivered
ORD-00896,DIST-059,2025-07-08,200000,delivered
ORD-00897,DIST-059,2025-05-01,75000,delivered
ORD-00898,DIST-059,2025-01-26,50000,delivered
ORD-00899,DIST-059,2024-10-18,150000,delivered
ORD-00900,DIST-059,2024-09-20,50000,delivered
ORD-00901,DIST-059,2025-09-04,100000,delivered
ORD-00902,DIST-059,2024-10-02,300000,delivered
ORD-00903,DIST-059,2024-12-30,100000,delivered
ORD-00904,DIST-059,2025-02-27,25000,cancelled
ORD-00905,DIST-059,2024-11-09,75000,cancelled
ORD-00906,DIST-059,2026-05-23,25000,delivered
ORD-00907,DIST-059,2025-01-07,75000,cancelled
ORD-00908,DIST-059,2024-10-30,50000,delivered
ORD-00909,DIST-060,2025-07-11,200000,delivered
ORD-00910,DIST-060,2025-04-03,50000,delivered
ORD-00911,DIST-060,2024-07-02,300000,pending
ORD-00912,DIST-060,2025-09-07,150000,delivered
ORD-00913,DIST-060,2025-02-11,25000,delivered
ORD-00914,DIST-060,2024-10-22,25000,delivered
ORD-00915,DIST-060,2025-01-14,300000,delivered
ORD-00916,DIST-060,2025-07-16,200000,delivered
ORD-00917,DIST-060,2026-03-23,150000,delivered
ORD-00918,DIST-060,2025-02-21,25000,pending
ORD-00919,DIST-060,2024-06-23,50000,pending
ORD-00920,DIST-060,2026-03-24,50000,delivered
ORD-00921,DIST-060,2024-09-03,300000,pending
ORD-00922,DIST-060,2025-05-06,100000,delivered
ORD-00923,DIST-060,2024-07-22,150000,delivered
ORD-00924,DIST-061,2025-07-10,100000,delivered
ORD-00925,DIST-061,2026-05-01,75000,delivered
ORD-00926,DIST-061,2025-01-06,75000,pending
ORD-00927,DIST-061,2025-03-14,50000,delivered
ORD-00928,DIST-061,2024-07-06,150000,delivered
ORD-00929,DIST-061,2025-02-07,100000,delivered
ORD-00930,DIST-061,2025-07-27,100000,cancelled
ORD-00931,DIST-061,2024-08-02,100000,delivered
ORD-00932,DIST-061,2024-10-19,200000,delivered
ORD-00933,DIST-061,2025-11-21,300000,delivered
ORD-00934,DIST-061,2025-12-09,100000,delivered
ORD-00935,DIST-061,2026-06-01,150000,delivered
ORD-00936,DIST-061,2025-10-10,150000,delivered
ORD-00937,DIST-061,2025-10-28,75000,delivered
ORD-00938,DIST-061,2024-12-02,150000,delivered
ORD-00939,DIST-061,2025-01-11,300000,delivered
ORD-00940,DIST-061,2025-03-15,100000,delivered
ORD-00941,DIST-062,2025-06-02,50000,delivered
ORD-00942,DIST-062,2024-11-11,200000,delivered
ORD-00943,DIST-062,2025-02-02,300000,delivered
ORD-00944,DIST-062,2024-07-28,50000,delivered
ORD-00945,DIST-062,2026-01-11,300000,cancelled
ORD-00946,DIST-062,2025-07-03,300000,delivered
ORD-00947,DIST-062,2024-11-25,150000,delivered
ORD-00948,DIST-062,2025-04-22,200000,cancelled
ORD-00949,DIST-062,2025-06-03,25000,pending
ORD-00950,DIST-062,2026-05-22,150000,delivered
ORD-00951,DIST-062,2025-12-30,50000,delivered
ORD-00952,DIST-062,2025-10-18,50000,delivered
ORD-00953,DIST-062,2025-10-16,25000,delivered
ORD-00954,DIST-062,2025-01-25,25000,delivered
ORD-00955,DIST-062,2025-11-22,75000,delivered
ORD-00956,DIST-062,2026-02-19,50000,delivered
ORD-00957,DIST-062,2025-05-15,300000,delivered
ORD-00958,DIST-062,2025-04-28,50000,delivered
ORD-00959,DIST-062,2026-01-22,50000,delivered
ORD-00960,DIST-062,2024-09-22,300000,cancelled
ORD-00961,DIST-063,2024-08-14,200000,delivered
ORD-00962,DIST-063,2025-07-11,75000,delivered
ORD-00963,DIST-063,2025-04-06,50000,delivered
ORD-00964,DIST-063,2025-08-22,100000,delivered
ORD-00965,DIST-063,2026-03-27,200000,delivered
ORD-00966,DIST-063,2025-12-28,150000,delivered
ORD-00967,DIST-063,2025-06-01,150000,delivered
ORD-00968,DIST-063,2024-11-27,200000,delivered
ORD-00969,DIST-063,2026-05-07,50000,delivered
ORD-00970,DIST-063,2024-06-02,150000,pending
ORD-00971,DIST-063,2025-07-06,300000,cancelled
ORD-00972,DIST-063,2026-01-03,150000,delivered
ORD-00973,DIST-063,2025-04-22,150000,pending
ORD-00974,DIST-063,2025-01-13,25000,delivered
ORD-00975,DIST-063,2025-10-22,200000,delivered
ORD-00976,DIST-064,2025-01-30,75000,delivered
ORD-00977,DIST-064,2024-11-19,25000,delivered
ORD-00978,DIST-064,2026-05-27,200000,delivered
ORD-00979,DIST-064,2025-05-10,75000,delivered
ORD-00980,DIST-064,2025-01-01,25000,delivered
ORD-00981,DIST-064,2025-05-25,25000,delivered
ORD-00982,DIST-065,2024-07-20,200000,delivered
ORD-00983,DIST-065,2025-08-04,100000,pending
ORD-00984,DIST-065,2025-10-18,75000,cancelled
ORD-00985,DIST-065,2025-12-12,300000,delivered
ORD-00986,DIST-066,2026-01-13,200000,delivered
ORD-00987,DIST-066,2025-01-17,25000,delivered
ORD-00988,DIST-066,2024-07-05,75000,delivered
ORD-00989,DIST-066,2025-02-23,25000,pending
ORD-00990,DIST-066,2025-05-17,100000,delivered
ORD-00991,DIST-066,2024-11-12,150000,delivered
ORD-00992,DIST-066,2024-09-04,150000,delivered
ORD-00993,DIST-066,2025-10-08,100000,delivered
ORD-00994,DIST-066,2026-04-01,100000,delivered
ORD-00995,DIST-066,2024-11-08,75000,delivered
ORD-00996,DIST-066,2024-12-28,100000,pending
ORD-00997,DIST-066,2026-05-15,200000,delivered
ORD-00998,DIST-066,2025-12-06,75000,delivered
ORD-00999,DIST-066,2025-04-01,25000,delivered
ORD-01000,DIST-066,2025-07-08,300000,delivered
ORD-01001,DIST-066,2025-10-16,75000,delivered
ORD-01002,DIST-066,2024-06-04,75000,delivered
ORD-01003,DIST-066,2026-04-09,100000,delivered
ORD-01004,DIST-066,2024-12-22,50000,delivered
ORD-01005,DIST-067,2026-03-16,25000,delivered
ORD-01006,DIST-067,2025-09-28,75000,cancelled
ORD-01007,DIST-067,2025-07-13,200000,delivered
ORD-01008,DIST-067,2025-02-27,150000,delivered
ORD-01009,DIST-067,2025-07-02,100000,delivered
ORD-01010,DIST-067,2025-06-14,25000,delivered
ORD-01011,DIST-067,2025-02-25,75000,delivered
ORD-01012,DIST-067,2025-01-18,150000,cancelled
ORD-01013,DIST-067,2024-08-03,200000,delivered
ORD-01014,DIST-068,2024-09-08,75000,delivered
ORD-01015,DIST-068,2025-12-07,300000,delivered
ORD-01016,DIST-068,2026-01-25,25000,delivered
ORD-01017,DIST-068,2025-07-02,100000,cancelled
ORD-01018,DIST-068,2025-12-01,100000,delivered
ORD-01019,DIST-068,2026-01-08,100000,cancelled
ORD-01020,DIST-068,2025-04-03,300000,delivered
ORD-01021,DIST-068,2026-06-02,150000,delivered
ORD-01022,DIST-068,2025-11-12,200000,cancelled
ORD-01023,DIST-068,2026-02-26,300000,delivered
ORD-01024,DIST-068,2025-09-03,50000,delivered
ORD-01025,DIST-068,2025-01-03,50000,cancelled
ORD-01026,DIST-068,2024-07-14,200000,delivered
ORD-01027,DIST-068,2025-08-20,300000,delivered
ORD-01028,DIST-068,2026-03-05,150000,delivered
ORD-01029,DIST-068,2025-02-20,200000,delivered
ORD-01030,DIST-068,2024-08-08,150000,delivered
ORD-01031,DIST-068,2025-07-12,300000,delivered
ORD-01032,DIST-068,2025-03-10,300000,delivered
ORD-01033,DIST-068,2024-06-13,150000,delivered
ORD-01034,DIST-068,2026-01-23,100000,delivered
